id,puzzle,solution,clues,difficulty
5230,47.......9.....6.....6..18..........1...54.3....8.3..9.4......57.81.......9.3..4.,476381592981425673235697184893276451167954238524813769342768915758149326619532847,22,0.0
5255,.........4.....73...8.5..2.....7....3..21...9.46.....572...8.5....9......39..6...,273461598465892731918753624592674813387215469146389275724138956651947382839526147,22,0.0
5314,..8..29.....93....5......41.5.2..........7.1.89.5.....23.....7......15......8..3.,378142956614935827529678341157263489463897215892514763231459678786321594945786132,22,0.0
5459,..21..6.....95....9.7....3...8.....1..5..4...71.....49.2..3..6......627..........,452183697163957482987462135248679351395814726716325849524731968831596274679248513,22,0.0
5525,....6.......2.7.3.45....1......4..6.68..7.5.4..2..8....368............7...1...3..,213465987968217435457983126375149862689372514142658793736894251824531679591726348,22,0.0
5542,2....3....71.....2....45..6...6..8..9.7...5....68..91.349.2.......7..............,265173498471968352893245176134659827987412563526837914349526781618794235752381649,22,0.0
5581,..9.....4....23.5..4.5.6...95......8.81...........2..373......9......1.......862.,529871364867423951143596872952364718381759246674182593736215489298647135415938627,22,0.0
5823,.5...36...19...2.7..7.4.1.....498....2......1............8.7.5....6....84.1......,254173689319586247867942135136498572928735461745261893692817354573624918481359726,22,0.0
5897,.6.8...5....5.....49..1..3..8.2.5.....3.89..........637.....4.........9.3....2..5,261893754837524619495716238684235971173689542952147863719358426528461397346972185,22,0.0
6034,..3....296....1..54...38.6.............8..7....675..3..57......81...4.9..........,183567429679241385425938167738416952591823746246759831957382614812674593364195278,22,0.0
6083,13..6.....5..1298.........7.8....4..2....9.639..7...........1.9..........4.28....,138967524457312986692548317785136492214859763963724851826475139571693248349281675,22,0.0
6114,....45.3...9...6.28...1.....6........12..4.9.....8..1..9.53.1...5....3.......2...,627945831149873652835216974968721543312654798574389216496538127251467389783192465,22,0.0
6137,...8..271...2..64.7.............3.6..3........94....5.65...71......3......2.9.5..,463859271985271643721364895517983462236745918894612357658427139149538726372196584,22,0.0
6239,2......1...58.........73....8.3..4...6.5.....1.....76........7.8.2.1...4.5.4....9,278645913315892647649173258587361492964527381123984765431259876892716534756438129,22,0.0
6277,4..8...2.59.1....76..2..9....8.......3..5..7.....7...4.5....1.6.....3.8.....4....,413897625592164837687235941748321569139456278265978314354782196976513482821649753,22,0.0
6287,..4....79....3...4.52..6........1.3..85..........62..19..........729....6..7..1..,364128579891537264752946813276451938185379642439862751948615327517293486623784195,22,0.0
6296,6..........1...9..8.3....51..831........9..42....8..6.....2.3..5..4.....462......,694153287751842936823769451248316579316597842975284163187625394539471628462938715,22,0.0
6304,..5..4....7...2.8.....1.3.....79...316........89........69....7..4.....93...6...4,635874921971352486428619375542798163163425798789136542856943217214587639397261854,22,0.0
6319,..2...195.9........4.6.3.......2...87....5......4.7..........5.6..9...1..157...4.,362874195897512634541693287436129578729385461158467923983241756674958312215736849,22,0.0
6358,...7.......2.8..9...4..5.3...65182......2.8..4.....1..9.34.2...........5....9....,361749582572183496894265731736518249159324867428976153913452678647831925285697314,22,0.0
6521,91.6.......6........3....2..92.1....1......8.....584.........15.749..6.....76....,918672354426583179753149826892417563145396287637258491269834715574921638381765942,22,0.0
6586,.6......4.5..4.2.9..7.......9.3..8.2..18...35.............9....7...6.4..34.....7.,962538714153746289487912356594371862671824935238659147816497523725163498349285671,22,0.0
6664,....69..........731..8....44...2...7.3....1..9.6...........762.28.3.......5....8.,543769218698241573127835964451623897832974156976158432314587629289316745765492381,22,0.0
6790,.1....3..7...9..1.8.9.....5.......2..2.....839...7....5......7....914.....83....1,214785396753496812869132745345861927127549683986273154531628479672914538498357261,22,0.0
6796,2.....5.....3.....1...7..89.1..98....9..6...3.....42....4..........593.1......4.5,268941537759386142143572689316298754492765813875134296524613978687459321931827465,22,0.0
6842,.61.5...4....34.9.8...........1....3.......48.37.......2.7.......48...2..8...69..,961258734572634891843971652658149273219367548437582169126793485794815326385426917,22,0.0
6875,.....6.....2.3.....8....5.7....8.3...49...2..1.....9...216.4.3.6....1........54..,497256183512738649386419527265987314749163258138542976821694735654371892973825461,22,0.0
6885,.36...8.4..........258.1........3..5..1....6.4...57...1......5....32...8....9...7,936572814814936572725841936269413785571289463483657291142768359697325148358194627,22,0.0
6920,6.5...7.9.......2..7.51...3.........84.3.......392......2.76.3.91...........4....,625483719138697425479512863291764358846351297753928146582176934914835672367249581,22,0.0
6939,...2...6.......542.3.7.6...6.......8....9....5....43..4....2..9.7..3....8...19...,958241763716983542234756981691327458347598216582164397465872139179635824823419675,22,0.0
6979,.1.2..97...5..4......3..2..47..28......9.53.48..........6..3...7......68.........,314286975925714836687359241473628159162975384859431627596843712731592468248167593,22,0.0
6982,5........7.....4....9.743.8.6.2....7.....71.3.4............9....2.....8.3..18..9.,584321679732698415619574328863215947295847163147936852458769231921453786376182594,22,0.0
7115,.6...52....9...8...1....4..9...7...5.72........4.18.3....9..........7...3.8.4..9.,867495213439721856215863479983674125172359684654218937741932568596187342328546791,22,0.0
7192,1.3..2......93..1..5.....7.6...4..9..............85..6.9.2.6..78.6.....2.....1...,173562849468937215259418673682743591541629738937185426394256187816374952725891364,22,0.0
7212,.98.2.......61.7...1.....6....1....93.7...4...2.5.............3.7...8.....4.3..12,698724135432615798715389264846172359357896421921543687289461573173258946564937812,22,0.0
7297,.1.....6....27.9.5.....9..4.9...6.4...........52.....87..5...16...3....71...2....,917435862486271935235869174891756243374982651652143798728594316569318427143627589,22,0.0
7328,..........7.....15.1...24..2..7..5...8.9.....6.1.....2.....3.8.4.....9...56.14...,364158729872649315519372468243781596785926143691435872127593684438267951956814237,22,0.0
7332,.....12...8..2..9.3..5.....63..85.............1....62........8...8.9.73.42...6...,754931268186427395392568174637285941249613857815749623971352486568194732423876519,22,0.0
7410,.5....8.....2.3..14....5...6...1.........94...41....5.........329.86........7..64,152746839876293541439185627625417398387529416941638752764951283293864175518372964,22,0.0
7473,...5.....71.6..........9.25..7.81....3......94.6...5............7...813..4...2.7.,829537641715624893364819725957481362231765489486293517198376254572948136643152978,22,0.0
7521,..58.14......5...1.83......7.1.............256....3.7..34...2......6..3....5...8.,975821463462357891183496752721685349348719625659243178534978216897162534216534987,22,0.0
7534,9......7......5......4...29.7.2...8.31...6...........17.9.1...8.4...27..8......5.,964128375287395614153467829475231986318956247692874531729513468541682793836749152,22,0.0
7636,.....7.5..3.....62.4.8.9..1..7........2.1......5.637.9...5.8.....4.......2....1..,291637458738451962546829371317985624962714583485263719173548296654192837829376145,22,0.0
7679,.9.3.........6.9..4...5.26......1..964..8..5..5....1.......4...2.......85...78...,796312845825467913413859267372541689641983752958726134187234596264195378539678421,22,0.0
7697,4..6...8......7...6...2..5...6.......87..96.2....1...3....3....9....5..71.4...8..,473651289825497361691328754516273948387549612249816573758934126962185437134762895,22,0.0
7736,.....9...1..84.........7..5.42..3.1..3...5.7.......6...57..4...82.............768,783259146195846327264317985542763819638195472971428653357684291826971534419532768,22,0.0
7741,.7.....8..81.....63..26....6.............2.7...914......84.5...4.......9.....723.,576931482281574396394268715612789543843652971759143628938425167427316859165897234,22,0.0
7747,...4...5..68.........7.9.6...3.6....4.....1.7.5.......1..5.24.........925...4.8..,712486359968235714345719268273164985496358127851927643187592436634871592529643871,22,0.0
7971,2.3.........92..7..1..3.....9.7.....3......244.5.....6.762..4........5.3....4....,253671948648925371719438652192764835367859124485312796576283419824197563931546287,22,0.0
8038,.....6.4.14.........8.1..6989......1...........45.2..7.5...47.........9..3..5.2..,973826145146935872528417369895743621267189453314562987651294738482371596739658214,22,0.0
8081,.4.....6....1....5....7...9..75....8.3.....2...8.4..3.7....345..2..89........4...,842395761976128345351476289497532618135867924268941537789213456524689173613754892,22,0.0
8257,.6..8...4...1.9....37..6...........958...4..1....78...9.3...6.....5..17.........5,169287354425139867837456912374615289586924731291378546953741628648592173712863495,22,0.0
8272,.1........7....54....269.......8.1..6.....3..3.9.7...6...7..4.8.5..91...........2,918457263276318549534269781725683194681942375349175826193726458452891637867534912,22,0.0
8312,..61....3.1.4..9....3...5...7....1.....76...2.....3.4.2....1.....42.........95..6,496158273715432968823976514678524139341769852952813647239641785564287391187395426,22,0.0
8455,......5..1...9.6...9...84.........2...52...7.73...9..1..7.1......4....365...8....,478162593153497682296358417649871325815236974732549861367914258984725136521683749,22,0.0
8457,.5......7..7....1.4......23..4..75...28..6........1......24.7..2..8..1..6.....3..,352614897867392415419758623134927568528436971796581234981243756273865149645179382,22,0.0
8528,.....9.....7.1..86.6....3...7.......59..........3.7.2...1.4..9845..........6..21.,345869172927513486168274359276458931593126847814397625631742598452981763789635214,22,0.0
8543,.....9.6.......9.3.1...7........6.3235..8..9....2.....6..7.3.8..8..6.1......5....,834529761275618943916347258148976532352184697769235814621793485583462179497851326,22,0.0
8659,1.3...5....4........75.239...1..3....4.8.....6....7.2.29.....8.....7.......46....,123984576954736218867512394581623749742895631639147825296351487415278963378469152,22,0.0
8681,..4.......7........3.2..97..2.1....8.5......69...3.4....1....6...8....52....68..9,214957683879613245635284971423176598157849326986532417791325864368491752542768139,22,0.0
8727,.......13........91..6.3..5.....583...78......29...4...85.2....3..1.....79.......,956284713243517689178693245614975832537842196829361457485729361362158974791436528,22,0.0
8775,54...6.......5.1....6...89...3.....8....72..1..........6.9...272.43..9....1......,549816732832759164176423895613594278985672341427138659368941527254387916791265483,22,0.0
8779,.1..3.7.6.8.7...1...6........28.......42.79..8........6...4.......16..3..5....1..,219435786583726419746981325192854673364217958875693241631542897927168534458379162,22,0.0
8801,..6..2.9.4..5....387.9..........7.6...5..8..26.........9....3.....13..7...2.5....,356842197429571683871963425213497568945618732687325914794286351568134279132759846,22,0.0
8936,...2....7..145.2..3.............5...7.3..1..4.1..96.3.......4.8.....8.6.92.......,485269317671453289392187546869345721753821694214796835536912478147538962928674153,22,0.0
9001,.....3...2....97...6..5.4....2....4.....4.5...1..8...27..2.6..9.3.....1....9.5...,578423196243169758169758423682591347397642581415387962754216839936874215821935674,22,0.0
9055,.9..6.7...2....4...84..3.5.....8..6.........3..8..5.4...63.7.....7...1.......8.9.,395864712621579438784123659473981265159246873268735941816397524937452186542618397,22,0.0
9254,1..3.6.9.5.........7.....1...273............5..5.4...8.4.1...7........2...36.78..,184376592526419387379582416862735941491268735735941268248153679657894123913627854,22,0.0
9260,.....7.2.9............1..75..87.5..2.42...6.....8......9..4.....83....16..4..1...,431657829975238164826419375318765942742193658659824731197546283583972416264381597,22,0.0
9274,9..3..8.1....5.4...1......6....1..75..7........4..23..2.........35..8..4....4...3,956374821872651439413289756328416975197835642564792318249163587735928164681547293,22,0.0
9287,.....92......1.7.3.7..4...........1..45..63.9.8.......1.....45...6.25....9.6.....,318769245459812763672543981763294518245186379981357624127938456836425197594671832,22,0.0
9296,.9...7.......83.426....2.........861.2...........9...5...6.4.9...9.3...81.5......,294167583751983642638542719943275861526318974817496325382654197469731258175829436,22,0.0
9378,..5....84..........3.97......36.....69...8.5....53.8.1....1.74..79......5........,725163984964852173138974526853621497691748352247539861386215749479386215512497638,22,0.0
9379,..6.9.....1....9....4..5.....5..3......84.35..2.1....8......4..8.....6.3.93.7....,236491587518267934974385216485723169761849352329156748652938471847512693193674825,22,0.0
9457,...9.........81..64.6.....5....9..388...57......1..2...27........3.6.91.......7..,258946371379581426416273895741692538832457169695138247927315684583764912164829753,22,0.0
9535,..........2.489.3..5..1....9...5.....7.......1...4..96...397....17...4..6.......8,831275964726489135459613287962851743574936812183742596248397651317568429695124378,22,0.0
